event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
38    2023_02_09_15_07_25    2    3    True    0    [[1, 2, 15], [10, 2, 15], [5, 2, 15], [10, 2, 15], [10, 2, 15], [5, 2, 15], [1, 2, 15], [60, 3, 0]]    1    none
39    2023_02_09_15_16_51    2    3    True    0    [[5, 2, 15], [1, 2, 15], [1, 2, 15], [10, 2, 15], [30, 3, 0]]    1    none
40    2023_02_09_15_29_46    2    3    True    0    [[5, 2, 15], [1, 2, 15], [5, 2, 15], [1, 2, 15], [60, 3, 0]]    1    none
41    2023_02_09_15_36_46    2    3    True    0    [[10, 2, 15], [1, 2, 15], [10, 2, 15], [30, 3, 0]]    1    none
42    2023_02_09_15_42_16    2    3    True    0    [[10, 3, 0]]    1    none
43    2023_02_09_16_12_55    2    3    True    0    [[30, 2, 15], [1, 2, 15], [60, 2, 15], [10, 2, 15], [1, 2, 15], [120, 3, 0]]    1    none
44    2023_02_09_16_24_00    2    3    True    0    [[5, 2, 15], [10, 3, 0]]    1    none
45    2023_02_09_16_35_39    2    1    False    0    [[30, 2, 15], [5, 2, 15], [10, 2, 15], [10, 2, 15], [60, 1, 0]]    0    2_dark
46    2023_02_09_16_44_35    4    5    True    0    [[10, 5, 0]]    1    none
47    2023_02_09_16_47_22    4    0    False    0    [[30, 4, 15], [1, 0, 0]]    1    melting
48    2023_02_09_17_06_53    3    4    True    0    [[1, 3, 15], [120, 4, 0]]    0    dark_reappeared
